word_id,text_id,page_num,word_idx
lit_northwind_7_page_1_36,lit_northwind_7,1,36
lit_northwind_7_page_1_37,lit_northwind_7,1,37
lit_northwind_7_page_1_38,lit_northwind_7,1,38
lit_northwind_7_page_1_39,lit_northwind_7,1,39
lit_northwind_7_page_1_40,lit_northwind_7,1,40
lit_northwind_7_page_1_41,lit_northwind_7,1,41
lit_northwind_7_page_1_42,lit_northwind_7,1,42
lit_northwind_7_page_1_43,lit_northwind_7,1,43
lit_northwind_7_page_1_44,lit_northwind_7,1,44
lit_northwind_7_page_1_45,lit_northwind_7,1,45
lit_northwind_7_page_1_46,lit_northwind_7,1,46
lit_northwind_7_page_1_47,lit_northwind_7,1,47
lit_northwind_7_page_1_48,lit_northwind_7,1,48
lit_northwind_7_page_1_49,lit_northwind_7,1,49
lit_northwind_7_page_1_50,lit_northwind_7,1,50
lit_northwind_7_page_1_51,lit_northwind_7,1,51
lit_northwind_7_page_1_52,lit_northwind_7,1,52
lit_northwind_7_page_1_53,lit_northwind_7,1,53
lit_northwind_7_page_1_54,lit_northwind_7,1,54
lit_northwind_7_page_1_55,lit_northwind_7,1,55
lit_northwind_7_page_1_56,lit_northwind_7,1,56
lit_northwind_7_page_1_57,lit_northwind_7,1,57
lit_northwind_7_page_1_58,lit_northwind_7,1,58
lit_northwind_7_page_1_59,lit_northwind_7,1,59
lit_northwind_7_page_1_60,lit_northwind_7,1,60
lit_northwind_7_page_1_61,lit_northwind_7,1,61
lit_northwind_7_page_1_62,lit_northwind_7,1,62
lit_northwind_7_page_1_63,lit_northwind_7,1,63
lit_northwind_7_page_1_64,lit_northwind_7,1,64
lit_northwind_7_page_1_65,lit_northwind_7,1,65
lit_northwind_7_page_1_66,lit_northwind_7,1,66
lit_northwind_7_page_1_67,lit_northwind_7,1,67
lit_northwind_7_page_1_68,lit_northwind_7,1,68
lit_northwind_7_page_1_69,lit_northwind_7,1,69
lit_northwind_7_page_1_70,lit_northwind_7,1,70
lit_northwind_7_page_1_71,lit_northwind_7,1,71
lit_northwind_7_page_1_72,lit_northwind_7,1,72
lit_northwind_7_page_1_73,lit_northwind_7,1,73
lit_northwind_7_page_1_74,lit_northwind_7,1,74
lit_northwind_7_page_1_75,lit_northwind_7,1,75
lit_northwind_7_page_1_76,lit_northwind_7,1,76
lit_northwind_7_page_1_77,lit_northwind_7,1,77
lit_northwind_7_page_1_78,lit_northwind_7,1,78
lit_northwind_7_page_1_79,lit_northwind_7,1,79
lit_northwind_7_page_1_80,lit_northwind_7,1,80
lit_northwind_7_page_1_81,lit_northwind_7,1,81
lit_northwind_7_page_1_82,lit_northwind_7,1,82
lit_northwind_7_page_1_83,lit_northwind_7,1,83
lit_northwind_7_page_1_84,lit_northwind_7,1,84
lit_northwind_7_page_1_85,lit_northwind_7,1,85
lit_northwind_7_page_1_86,lit_northwind_7,1,86
lit_northwind_7_page_1_87,lit_northwind_7,1,87
lit_northwind_7_page_1_88,lit_northwind_7,1,88
lit_northwind_7_page_1_89,lit_northwind_7,1,89
lit_northwind_7_page_1_90,lit_northwind_7,1,90
lit_northwind_7_page_1_91,lit_northwind_7,1,91
lit_northwind_7_page_1_92,lit_northwind_7,1,92
lit_northwind_7_page_1_93,lit_northwind_7,1,93
lit_northwind_7_page_1_94,lit_northwind_7,1,94
lit_northwind_7_page_1_95,lit_northwind_7,1,95
lit_northwind_7_page_1_96,lit_northwind_7,1,96
lit_northwind_7_page_1_97,lit_northwind_7,1,97
lit_northwind_7_page_1_98,lit_northwind_7,1,98
lit_northwind_7_page_1_99,lit_northwind_7,1,99
lit_northwind_7_page_1_100,lit_northwind_7,1,100
lit_northwind_7_page_1_101,lit_northwind_7,1,101
lit_northwind_7_page_1_102,lit_northwind_7,1,102
lit_northwind_7_page_1_103,lit_northwind_7,1,103
lit_northwind_7_page_1_104,lit_northwind_7,1,104
lit_northwind_7_page_1_105,lit_northwind_7,1,105
lit_northwind_7_page_1_106,lit_northwind_7,1,106
lit_northwind_7_page_1_107,lit_northwind_7,1,107
lit_northwind_7_page_1_108,lit_northwind_7,1,108
lit_northwind_7_page_1_109,lit_northwind_7,1,109
lit_northwind_7_page_1_110,lit_northwind_7,1,110
lit_northwind_7_page_1_111,lit_northwind_7,1,111
lit_northwind_7_page_1_112,lit_northwind_7,1,112
lit_northwind_7_page_1_113,lit_northwind_7,1,113
lit_northwind_7_page_1_114,lit_northwind_7,1,114
popsci_multipleye_1_page_1_0,popsci_multipleye_1,1,0
popsci_multipleye_1_page_1_1,popsci_multipleye_1,1,1
popsci_multipleye_1_page_1_2,popsci_multipleye_1,1,2
popsci_multipleye_1_page_1_3,popsci_multipleye_1,1,3
popsci_multipleye_1_page_1_4,popsci_multipleye_1,1,4
popsci_multipleye_1_page_1_5,popsci_multipleye_1,1,5
popsci_multipleye_1_page_1_6,popsci_multipleye_1,1,6
popsci_multipleye_1_page_1_7,popsci_multipleye_1,1,7
popsci_multipleye_1_page_1_8,popsci_multipleye_1,1,8
popsci_multipleye_1_page_1_9,popsci_multipleye_1,1,9
popsci_multipleye_1_page_1_10,popsci_multipleye_1,1,10
popsci_multipleye_1_page_1_11,popsci_multipleye_1,1,11
popsci_multipleye_1_page_1_12,popsci_multipleye_1,1,12
popsci_multipleye_1_page_1_13,popsci_multipleye_1,1,13
popsci_multipleye_1_page_1_14,popsci_multipleye_1,1,14
popsci_multipleye_1_page_1_15,popsci_multipleye_1,1,15
popsci_multipleye_1_page_1_16,popsci_multipleye_1,1,16
popsci_multipleye_1_page_1_17,popsci_multipleye_1,1,17
popsci_multipleye_1_page_1_18,popsci_multipleye_1,1,18
popsci_multipleye_1_page_1_19,popsci_multipleye_1,1,19
popsci_multipleye_1_page_1_20,popsci_multipleye_1,1,20
popsci_multipleye_1_page_1_21,popsci_multipleye_1,1,21
popsci_multipleye_1_page_1_22,popsci_multipleye_1,1,22
popsci_multipleye_1_page_1_23,popsci_multipleye_1,1,23
popsci_multipleye_1_page_1_24,popsci_multipleye_1,1,24
popsci_multipleye_1_page_1_25,popsci_multipleye_1,1,25
popsci_multipleye_1_page_1_26,popsci_multipleye_1,1,26
popsci_multipleye_1_page_1_27,popsci_multipleye_1,1,27
popsci_multipleye_1_page_1_28,popsci_multipleye_1,1,28
popsci_multipleye_1_page_1_29,popsci_multipleye_1,1,29
popsci_multipleye_1_page_1_30,popsci_multipleye_1,1,30
popsci_multipleye_1_page_1_31,popsci_multipleye_1,1,31
popsci_multipleye_1_page_1_32,popsci_multipleye_1,1,32
popsci_multipleye_1_page_1_33,popsci_multipleye_1,1,33
popsci_multipleye_1_page_1_34,popsci_multipleye_1,1,34
popsci_multipleye_1_page_1_35,popsci_multipleye_1,1,35
popsci_multipleye_1_page_1_36,popsci_multipleye_1,1,36
popsci_multipleye_1_page_1_37,popsci_multipleye_1,1,37
popsci_multipleye_1_page_1_38,popsci_multipleye_1,1,38
popsci_multipleye_1_page_1_39,popsci_multipleye_1,1,39
popsci_multipleye_1_page_1_40,popsci_multipleye_1,1,40
popsci_multipleye_1_page_1_41,popsci_multipleye_1,1,41
popsci_multipleye_1_page_1_42,popsci_multipleye_1,1,42
popsci_multipleye_1_page_1_43,popsci_multipleye_1,1,43
popsci_multipleye_1_page_1_44,popsci_multipleye_1,1,44
popsci_multipleye_1_page_1_45,popsci_multipleye_1,1,45
popsci_multipleye_1_page_1_46,popsci_multipleye_1,1,46
popsci_multipleye_1_page_1_47,popsci_multipleye_1,1,47
popsci_multipleye_1_page_1_48,popsci_multipleye_1,1,48
popsci_multipleye_1_page_1_49,popsci_multipleye_1,1,49
popsci_multipleye_1_page_1_50,popsci_multipleye_1,1,50
popsci_multipleye_1_page_1_51,popsci_multipleye_1,1,51
popsci_multipleye_1_page_1_52,popsci_multipleye_1,1,52
popsci_multipleye_1_page_1_53,popsci_multipleye_1,1,53
popsci_multipleye_1_page_1_54,popsci_multipleye_1,1,54
popsci_multipleye_1_page_1_55,popsci_multipleye_1,1,55
popsci_multipleye_1_page_1_56,popsci_multipleye_1,1,56
popsci_multipleye_1_page_1_57,popsci_multipleye_1,1,57
popsci_multipleye_1_page_1_58,popsci_multipleye_1,1,58
popsci_multipleye_1_page_1_59,popsci_multipleye_1,1,59
popsci_multipleye_1_page_1_60,popsci_multipleye_1,1,60
popsci_multipleye_1_page_1_61,popsci_multipleye_1,1,61
popsci_multipleye_1_page_1_62,popsci_multipleye_1,1,62
popsci_multipleye_1_page_1_63,popsci_multipleye_1,1,63
popsci_multipleye_1_page_1_64,popsci_multipleye_1,1,64
popsci_multipleye_1_page_1_65,popsci_multipleye_1,1,65
popsci_multipleye_1_page_1_66,popsci_multipleye_1,1,66
popsci_multipleye_1_page_1_67,popsci_multipleye_1,1,67
popsci_multipleye_1_page_1_68,popsci_multipleye_1,1,68
popsci_multipleye_1_page_1_69,popsci_multipleye_1,1,69
popsci_multipleye_1_page_1_70,popsci_multipleye_1,1,70
popsci_multipleye_1_page_1_71,popsci_multipleye_1,1,71
popsci_multipleye_1_page_1_72,popsci_multipleye_1,1,72
popsci_multipleye_1_page_1_73,popsci_multipleye_1,1,73
popsci_multipleye_1_page_1_74,popsci_multipleye_1,1,74
popsci_multipleye_1_page_10_0,popsci_multipleye_1,10,0
popsci_multipleye_1_page_10_1,popsci_multipleye_1,10,1
popsci_multipleye_1_page_10_2,popsci_multipleye_1,10,2
popsci_multipleye_1_page_10_3,popsci_multipleye_1,10,3
popsci_multipleye_1_page_10_4,popsci_multipleye_1,10,4
popsci_multipleye_1_page_10_5,popsci_multipleye_1,10,5
popsci_multipleye_1_page_10_6,popsci_multipleye_1,10,6
popsci_multipleye_1_page_10_7,popsci_multipleye_1,10,7
popsci_multipleye_1_page_10_8,popsci_multipleye_1,10,8
popsci_multipleye_1_page_10_9,popsci_multipleye_1,10,9
popsci_multipleye_1_page_10_10,popsci_multipleye_1,10,10
popsci_multipleye_1_page_10_11,popsci_multipleye_1,10,11
popsci_multipleye_1_page_10_12,popsci_multipleye_1,10,12
popsci_multipleye_1_page_10_13,popsci_multipleye_1,10,13
popsci_multipleye_1_page_10_14,popsci_multipleye_1,10,14
popsci_multipleye_1_page_10_15,popsci_multipleye_1,10,15
popsci_multipleye_1_page_10_16,popsci_multipleye_1,10,16
popsci_multipleye_1_page_10_17,popsci_multipleye_1,10,17
popsci_multipleye_1_page_10_18,popsci_multipleye_1,10,18
popsci_multipleye_1_page_10_19,popsci_multipleye_1,10,19
popsci_multipleye_1_page_10_20,popsci_multipleye_1,10,20
popsci_multipleye_1_page_10_21,popsci_multipleye_1,10,21
popsci_multipleye_1_page_10_22,popsci_multipleye_1,10,22
popsci_multipleye_1_page_10_23,popsci_multipleye_1,10,23
popsci_multipleye_1_page_10_24,popsci_multipleye_1,10,24
popsci_multipleye_1_page_10_25,popsci_multipleye_1,10,25
popsci_multipleye_1_page_10_26,popsci_multipleye_1,10,26
popsci_multipleye_1_page_10_27,popsci_multipleye_1,10,27
popsci_multipleye_1_page_10_28,popsci_multipleye_1,10,28
popsci_multipleye_1_page_10_29,popsci_multipleye_1,10,29
popsci_multipleye_1_page_10_30,popsci_multipleye_1,10,30
popsci_multipleye_1_page_10_31,popsci_multipleye_1,10,31
popsci_multipleye_1_page_10_32,popsci_multipleye_1,10,32
popsci_multipleye_1_page_10_33,popsci_multipleye_1,10,33
popsci_multipleye_1_page_10_34,popsci_multipleye_1,10,34
popsci_multipleye_1_page_10_35,popsci_multipleye_1,10,35
popsci_multipleye_1_page_10_36,popsci_multipleye_1,10,36
popsci_multipleye_1_page_10_37,popsci_multipleye_1,10,37
popsci_multipleye_1_page_10_38,popsci_multipleye_1,10,38
popsci_multipleye_1_page_10_39,popsci_multipleye_1,10,39
popsci_multipleye_1_page_10_40,popsci_multipleye_1,10,40
popsci_multipleye_1_page_10_41,popsci_multipleye_1,10,41
popsci_multipleye_1_page_10_42,popsci_multipleye_1,10,42
popsci_multipleye_1_page_10_43,popsci_multipleye_1,10,43
popsci_multipleye_1_page_10_44,popsci_multipleye_1,10,44
popsci_multipleye_1_page_10_45,popsci_multipleye_1,10,45
popsci_multipleye_1_page_10_46,popsci_multipleye_1,10,46
popsci_multipleye_1_page_10_47,popsci_multipleye_1,10,47
popsci_multipleye_1_page_10_48,popsci_multipleye_1,10,48
popsci_multipleye_1_page_10_49,popsci_multipleye_1,10,49
popsci_multipleye_1_page_10_50,popsci_multipleye_1,10,50
popsci_multipleye_1_page_10_51,popsci_multipleye_1,10,51
popsci_multipleye_1_page_10_52,popsci_multipleye_1,10,52
popsci_multipleye_1_page_10_53,popsci_multipleye_1,10,53
popsci_multipleye_1_page_10_54,popsci_multipleye_1,10,54
popsci_multipleye_1_page_10_55,popsci_multipleye_1,10,55
popsci_multipleye_1_page_10_56,popsci_multipleye_1,10,56
popsci_multipleye_1_page_10_57,popsci_multipleye_1,10,57
popsci_multipleye_1_page_10_58,popsci_multipleye_1,10,58
popsci_multipleye_1_page_10_59,popsci_multipleye_1,10,59
popsci_multipleye_1_page_10_60,popsci_multipleye_1,10,60
popsci_multipleye_1_page_10_61,popsci_multipleye_1,10,61
popsci_multipleye_1_page_10_62,popsci_multipleye_1,10,62
popsci_multipleye_1_page_10_63,popsci_multipleye_1,10,63
popsci_multipleye_1_page_10_64,popsci_multipleye_1,10,64
popsci_multipleye_1_page_11_0,popsci_multipleye_1,11,0
popsci_multipleye_1_page_11_1,popsci_multipleye_1,11,1
popsci_multipleye_1_page_11_2,popsci_multipleye_1,11,2
popsci_multipleye_1_page_11_3,popsci_multipleye_1,11,3
popsci_multipleye_1_page_11_4,popsci_multipleye_1,11,4
popsci_multipleye_1_page_11_5,popsci_multipleye_1,11,5
popsci_multipleye_1_page_11_6,popsci_multipleye_1,11,6
popsci_multipleye_1_page_11_7,popsci_multipleye_1,11,7
popsci_multipleye_1_page_11_8,popsci_multipleye_1,11,8
popsci_multipleye_1_page_11_9,popsci_multipleye_1,11,9
popsci_multipleye_1_page_11_10,popsci_multipleye_1,11,10
popsci_multipleye_1_page_11_11,popsci_multipleye_1,11,11
popsci_multipleye_1_page_11_12,popsci_multipleye_1,11,12
popsci_multipleye_1_page_11_13,popsci_multipleye_1,11,13
popsci_multipleye_1_page_11_14,popsci_multipleye_1,11,14
popsci_multipleye_1_page_11_15,popsci_multipleye_1,11,15
popsci_multipleye_1_page_11_16,popsci_multipleye_1,11,16
popsci_multipleye_1_page_11_17,popsci_multipleye_1,11,17
popsci_multipleye_1_page_11_18,popsci_multipleye_1,11,18
popsci_multipleye_1_page_11_19,popsci_multipleye_1,11,19
popsci_multipleye_1_page_11_20,popsci_multipleye_1,11,20
popsci_multipleye_1_page_11_21,popsci_multipleye_1,11,21
popsci_multipleye_1_page_11_22,popsci_multipleye_1,11,22
popsci_multipleye_1_page_11_23,popsci_multipleye_1,11,23
popsci_multipleye_1_page_11_24,popsci_multipleye_1,11,24
popsci_multipleye_1_page_11_25,popsci_multipleye_1,11,25
popsci_multipleye_1_page_11_26,popsci_multipleye_1,11,26
popsci_multipleye_1_page_11_27,popsci_multipleye_1,11,27
popsci_multipleye_1_page_11_28,popsci_multipleye_1,11,28
popsci_multipleye_1_page_11_29,popsci_multipleye_1,11,29
popsci_multipleye_1_page_11_30,popsci_multipleye_1,11,30
popsci_multipleye_1_page_11_31,popsci_multipleye_1,11,31
popsci_multipleye_1_page_11_32,popsci_multipleye_1,11,32
popsci_multipleye_1_page_11_33,popsci_multipleye_1,11,33
popsci_multipleye_1_page_11_34,popsci_multipleye_1,11,34
popsci_multipleye_1_page_11_35,popsci_multipleye_1,11,35
popsci_multipleye_1_page_11_36,popsci_multipleye_1,11,36
popsci_multipleye_1_page_11_37,popsci_multipleye_1,11,37
popsci_multipleye_1_page_11_38,popsci_multipleye_1,11,38
popsci_multipleye_1_page_11_39,popsci_multipleye_1,11,39
popsci_multipleye_1_page_11_40,popsci_multipleye_1,11,40
popsci_multipleye_1_page_11_41,popsci_multipleye_1,11,41
popsci_multipleye_1_page_11_42,popsci_multipleye_1,11,42
popsci_multipleye_1_page_11_43,popsci_multipleye_1,11,43
popsci_multipleye_1_page_11_44,popsci_multipleye_1,11,44
popsci_multipleye_1_page_11_45,popsci_multipleye_1,11,45
popsci_multipleye_1_page_11_46,popsci_multipleye_1,11,46
popsci_multipleye_1_page_11_47,popsci_multipleye_1,11,47
popsci_multipleye_1_page_11_48,popsci_multipleye_1,11,48
popsci_multipleye_1_page_11_49,popsci_multipleye_1,11,49
popsci_multipleye_1_page_11_50,popsci_multipleye_1,11,50
popsci_multipleye_1_page_11_51,popsci_multipleye_1,11,51
popsci_multipleye_1_page_11_52,popsci_multipleye_1,11,52
popsci_multipleye_1_page_11_53,popsci_multipleye_1,11,53
popsci_multipleye_1_page_11_54,popsci_multipleye_1,11,54
popsci_multipleye_1_page_11_55,popsci_multipleye_1,11,55
popsci_multipleye_1_page_11_56,popsci_multipleye_1,11,56
popsci_multipleye_1_page_11_57,popsci_multipleye_1,11,57
popsci_multipleye_1_page_11_58,popsci_multipleye_1,11,58
popsci_multipleye_1_page_11_59,popsci_multipleye_1,11,59
popsci_multipleye_1_page_11_60,popsci_multipleye_1,11,60
popsci_multipleye_1_page_2_0,popsci_multipleye_1,2,0
popsci_multipleye_1_page_2_1,popsci_multipleye_1,2,1
popsci_multipleye_1_page_2_2,popsci_multipleye_1,2,2
popsci_multipleye_1_page_2_3,popsci_multipleye_1,2,3
popsci_multipleye_1_page_2_4,popsci_multipleye_1,2,4
popsci_multipleye_1_page_2_5,popsci_multipleye_1,2,5
popsci_multipleye_1_page_2_6,popsci_multipleye_1,2,6
popsci_multipleye_1_page_2_7,popsci_multipleye_1,2,7
popsci_multipleye_1_page_2_8,popsci_multipleye_1,2,8
popsci_multipleye_1_page_2_9,popsci_multipleye_1,2,9
popsci_multipleye_1_page_2_10,popsci_multipleye_1,2,10
popsci_multipleye_1_page_2_11,popsci_multipleye_1,2,11
popsci_multipleye_1_page_2_12,popsci_multipleye_1,2,12
popsci_multipleye_1_page_2_13,popsci_multipleye_1,2,13
popsci_multipleye_1_page_2_14,popsci_multipleye_1,2,14
popsci_multipleye_1_page_2_15,popsci_multipleye_1,2,15
popsci_multipleye_1_page_2_16,popsci_multipleye_1,2,16
popsci_multipleye_1_page_2_17,popsci_multipleye_1,2,17
popsci_multipleye_1_page_2_18,popsci_multipleye_1,2,18
popsci_multipleye_1_page_2_19,popsci_multipleye_1,2,19
