word_id,is_NE,NE_type,POS_tag,is_content_word
arg_pisacowsmilk_10_page_4_39,0,O,ADP,0
arg_pisacowsmilk_10_page_4_40,0,O,NOUN,1
arg_pisacowsmilk_10_page_4_41,0,O,CCONJ,0
arg_pisacowsmilk_10_page_4_42,0,O,ADP,0
arg_pisacowsmilk_10_page_4_43,0,O,NOUN,1
arg_pisacowsmilk_10_page_4_44,0,O,ADP,0
arg_pisacowsmilk_10_page_4_45,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_0,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_5_1,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_5_2,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_5_3,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_5_4,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_5_5,1,PERSON,ADP,0
arg_pisacowsmilk_10_page_5_6,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_7,0,O,ADP,0
arg_pisacowsmilk_10_page_5_8,0,O,ADP,0
arg_pisacowsmilk_10_page_5_9,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_5_10,0,O,ADP,0
arg_pisacowsmilk_10_page_5_11,1,GPE,PROPN,1
arg_pisacowsmilk_10_page_5_12,0,O,VERB,1
arg_pisacowsmilk_10_page_5_13,0,O,SCONJ,0
arg_pisacowsmilk_10_page_5_14,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_15,0,O,AUX,0
arg_pisacowsmilk_10_page_5_16,0,O,DET,0
arg_pisacowsmilk_10_page_5_17,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_18,0,O,ADP,0
arg_pisacowsmilk_10_page_5_19,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_20,0,O,ADJ,1
arg_pisacowsmilk_10_page_5_21,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_5_22,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_5_23,1,ORGANIZATION,ADP,0
arg_pisacowsmilk_10_page_5_24,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_5_25,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_5_26,1,ORGANIZATION,PUNCT,0
arg_pisacowsmilk_10_page_5_27,0,O,VERB,1
arg_pisacowsmilk_10_page_5_28,0,O,DET,0
arg_pisacowsmilk_10_page_5_29,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_30,0,O,ADP,0
arg_pisacowsmilk_10_page_5_31,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_32,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_5_33,0,O,VERB,1
arg_pisacowsmilk_10_page_5_34,0,O,SCONJ,0
arg_pisacowsmilk_10_page_5_35,0,O,DET,0
arg_pisacowsmilk_10_page_5_36,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_5_37,0,O,CCONJ,0
arg_pisacowsmilk_10_page_5_38,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_39,0,O,ADP,0
arg_pisacowsmilk_10_page_5_40,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_41,0,O,ADJ,1
arg_pisacowsmilk_10_page_5_42,0,O,AUX,0
arg_pisacowsmilk_10_page_5_43,0,O,ADP,0
arg_pisacowsmilk_10_page_5_44,0,O,NOUN,1
arg_pisacowsmilk_10_page_5_45,0,O,ADP,0
arg_pisacowsmilk_10_page_5_46,0,O,DET,0
arg_pisacowsmilk_10_page_5_47,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_0,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_1,0,O,AUX,0
arg_pisacowsmilk_10_page_6_2,0,O,DET,0
arg_pisacowsmilk_10_page_6_3,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_4,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_5,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_6,0,O,VERB,1
arg_pisacowsmilk_10_page_6_7,0,O,ADP,0
arg_pisacowsmilk_10_page_6_8,0,O,NUM,0
arg_pisacowsmilk_10_page_6_9,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_10,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_11,0,O,VERB,1
arg_pisacowsmilk_10_page_6_12,0,O,DET,0
arg_pisacowsmilk_10_page_6_13,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_14,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_15,0,O,ADP,0
arg_pisacowsmilk_10_page_6_16,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_17,0,O,CCONJ,0
arg_pisacowsmilk_10_page_6_18,0,O,ADP,0
arg_pisacowsmilk_10_page_6_19,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_20,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_21,0,O,CCONJ,0
arg_pisacowsmilk_10_page_6_22,0,O,ADP,0
arg_pisacowsmilk_10_page_6_23,0,O,ADV,1
arg_pisacowsmilk_10_page_6_24,0,O,AUX,0
arg_pisacowsmilk_10_page_6_25,0,O,DET,0
arg_pisacowsmilk_10_page_6_26,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_27,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_28,0,O,ADP,0
arg_pisacowsmilk_10_page_6_29,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_30,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_31,0,O,ADP,0
arg_pisacowsmilk_10_page_6_32,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_33,0,O,CCONJ,0
arg_pisacowsmilk_10_page_6_34,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_35,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_36,0,O,AUX,0
arg_pisacowsmilk_10_page_6_37,0,O,VERB,1
arg_pisacowsmilk_10_page_6_38,0,O,ADP,0
arg_pisacowsmilk_10_page_6_39,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_6_40,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_41,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_42,0,O,ADP,0
arg_pisacowsmilk_10_page_6_43,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_44,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_45,0,O,AUX,0
arg_pisacowsmilk_10_page_6_46,0,O,VERB,1
arg_pisacowsmilk_10_page_6_47,0,O,ADP,0
arg_pisacowsmilk_10_page_6_48,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_6_49,0,O,CCONJ,0
arg_pisacowsmilk_10_page_6_50,0,O,ADP,0
arg_pisacowsmilk_10_page_6_51,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_52,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_53,0,O,INTJ,0
arg_pisacowsmilk_10_page_6_54,0,O,PRON,0
arg_pisacowsmilk_10_page_6_55,0,O,ADP,0
arg_pisacowsmilk_10_page_6_56,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_57,0,O,ADP,0
arg_pisacowsmilk_10_page_6_58,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_59,0,O,ADP,0
arg_pisacowsmilk_10_page_6_60,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_61,0,O,ADJ,1
arg_pisacowsmilk_10_page_6_62,0,O,PRON,0
arg_pisacowsmilk_10_page_6_63,0,O,VERB,1
arg_pisacowsmilk_10_page_6_64,0,O,DET,0
arg_pisacowsmilk_10_page_6_65,0,O,NOUN,1
arg_pisacowsmilk_10_page_6_66,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_67,1,ORGANIZATION,ADP,0
arg_pisacowsmilk_10_page_6_68,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_69,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_70,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_71,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_72,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_73,1,ORGANIZATION,ADP,0
arg_pisacowsmilk_10_page_6_74,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_75,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_76,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_77,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_78,1,ORGANIZATION,DET,0
arg_pisacowsmilk_10_page_6_79,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_80,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_81,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_82,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_83,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_84,1,ORGANIZATION,ADP,0
arg_pisacowsmilk_10_page_6_85,1,ORGANIZATION,NOUN,1
arg_pisacowsmilk_10_page_6_86,1,ORGANIZATION,ADJ,1
arg_pisacowsmilk_10_page_6_87,1,DATETIME,,0
arg_pisacowsmilk_10_page_6_88,1,DATETIME,NOUN,1
arg_pisacowsmilk_10_page_6_89,1,DATETIME,,0
arg_pisacowsmilk_10_page_7_0,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_1,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_2,0,O,CCONJ,0
arg_pisacowsmilk_10_page_7_3,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_4,0,O,VERB,1
arg_pisacowsmilk_10_page_7_5,0,O,ADP,0
arg_pisacowsmilk_10_page_7_6,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_7,0,O,ADP,0
arg_pisacowsmilk_10_page_7_8,0,O,PART,0
arg_pisacowsmilk_10_page_7_9,0,O,PART,0
arg_pisacowsmilk_10_page_7_10,0,O,ADV,1
arg_pisacowsmilk_10_page_7_11,0,O,VERB,1
arg_pisacowsmilk_10_page_7_12,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_13,1,PRODUCT,ADP,0
arg_pisacowsmilk_10_page_7_14,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_15,0,O,ADP,0
arg_pisacowsmilk_10_page_7_16,1,FACILITY,NOUN,1
arg_pisacowsmilk_10_page_7_17,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_18,0,O,AUX,0
arg_pisacowsmilk_10_page_7_19,0,O,PUNCT,0
arg_pisacowsmilk_10_page_7_20,0,O,ADV,1
arg_pisacowsmilk_10_page_7_21,0,O,SCONJ,0
arg_pisacowsmilk_10_page_7_22,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_23,0,O,ADP,0
arg_pisacowsmilk_10_page_7_24,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_25,0,O,AUX,0
arg_pisacowsmilk_10_page_7_26,0,O,VERB,1
arg_pisacowsmilk_10_page_7_27,0,O,ADV,1
arg_pisacowsmilk_10_page_7_28,0,O,ADJ,1
arg_pisacowsmilk_10_page_7_29,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_30,0,O,PRON,0
arg_pisacowsmilk_10_page_7_31,0,O,VERB,1
arg_pisacowsmilk_10_page_7_32,0,O,ADP,0
arg_pisacowsmilk_10_page_7_33,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_34,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_35,0,O,PUNCT,0
arg_pisacowsmilk_10_page_7_36,0,O,ADV,1
arg_pisacowsmilk_10_page_7_37,0,O,CCONJ,0
arg_pisacowsmilk_10_page_7_38,0,O,AUX,0
arg_pisacowsmilk_10_page_7_39,0,O,VERB,1
arg_pisacowsmilk_10_page_7_40,0,O,CCONJ,0
arg_pisacowsmilk_10_page_7_41,0,O,PRON,0
arg_pisacowsmilk_10_page_7_42,0,O,DET,0
arg_pisacowsmilk_10_page_7_43,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_44,0,O,ADP,0
arg_pisacowsmilk_10_page_7_45,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_46,0,O,ADP,0
arg_pisacowsmilk_10_page_7_47,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_48,1,PRODUCT,ADP,0
arg_pisacowsmilk_10_page_7_49,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_50,0,O,PRON,0
arg_pisacowsmilk_10_page_7_51,0,O,AUX,0
arg_pisacowsmilk_10_page_7_52,0,O,DET,0
arg_pisacowsmilk_10_page_7_53,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_54,0,O,ADP,0
arg_pisacowsmilk_10_page_7_55,0,O,DET,0
arg_pisacowsmilk_10_page_7_56,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_57,0,O,ADV,1
arg_pisacowsmilk_10_page_7_58,0,O,ADV,1
arg_pisacowsmilk_10_page_7_59,0,O,PRON,0
arg_pisacowsmilk_10_page_7_60,0,O,AUX,0
arg_pisacowsmilk_10_page_7_61,0,O,VERB,1
arg_pisacowsmilk_10_page_7_62,0,O,VERB,1
arg_pisacowsmilk_10_page_7_63,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_64,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_7_65,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_66,0,O,CCONJ,0
arg_pisacowsmilk_10_page_7_67,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_68,1,PERSON,AUX,0
arg_pisacowsmilk_10_page_7_69,0,O,NOUN,1
arg_pisacowsmilk_10_page_7_70,0,O,VERB,1
arg_pisacowsmilk_10_page_7_71,0,O,ADP,0
arg_pisacowsmilk_10_page_7_72,1,PERSON,PROPN,1
arg_pisacowsmilk_10_page_7_73,0,O,CCONJ,0
arg_pisacowsmilk_10_page_7_74,0,O,AUX,0
arg_pisacowsmilk_10_page_7_75,0,O,PUNCT,0
arg_pisacowsmilk_10_page_7_76,0,O,PUNCT,0
arg_pisacowsmilk_10_page_7_77,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_7_78,1,PRODUCT,ADP,0
arg_pisacowsmilk_10_page_7_79,1,PRODUCT,NOUN,1
arg_pisacowsmilk_10_page_8_0,0,O,ADJ,1
arg_pisacowsmilk_10_page_8_1,0,O,NOUN,1
arg_pisacowsmilk_10_page_8_2,0,O,ADP,0
arg_pisacowsmilk_10_page_8_3,0,O,NOUN,1
arg_pisacowsmilk_10_page_8_4,0,O,PROPN,1
arg_pisacowsmilk_10_page_8_5,0,O,PUNCT,0
arg_pisacowsmilk_10_page_8_6,1,ORGANIZATION,PROPN,1
arg_pisacowsmilk_10_page_8_7,1,ORGANIZATION,ADP,0
arg_pisacowsmilk_10_page_8_8,1,ORGANIZATION,PROPN,1
arg_pisacowsmilk_10_page_8_9,0,O,ADP,0
arg_pisacowsmilk_10_page_8_10,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_8_11,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_8_12,0,O,PROPN,1
arg_pisacowsmilk_10_page_8_13,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_8_14,1,PERSON,ADP,0
arg_pisacowsmilk_10_page_8_15,1,PERSON,NOUN,1
arg_pisacowsmilk_10_page_9_0,0,O,NOUN,1
arg_pisacowsmilk_10_page_9_1,0,O,ADP,0
arg_pisacowsmilk_10_page_9_2,0,O,NOUN,1
arg_pisacowsmilk_10_page_9_3,0,O,VERB,1
arg_pisacowsmilk_10_page_9_4,0,O,DET,0
arg_pisacowsmilk_10_page_9_5,0,O,NOUN,1
arg_pisacowsmilk_10_page_9_6,0,O,ADJ,1
arg_pisacowsmilk_10_page_9_7,0,O,DET,0
arg_pisacowsmilk_10_page_9_8,0,O,NOUN,1
